"Eid","Ename","Experience","Total_projects","Rating","Area_of_Interest_1","Area_of_Interest_2","Area_of_Interest_3","Language1","Language2","Language3","AI_project_count","ML_project_count","JS_project_count","Java_project_count","DotNet_project_count","Mobile_project_count","Designation","Python","Machine Learning","Deep Learning","Data Analysis","Asp.Net","Ado.Net","VB.Net","C#","Java","Spring Boot","Hibernate","NLP","CV","JS","React","Node","Angular","Dart","Flutter","Vb.Net"
784,"Doreen Mcentyre",21,15,0.7,"Mobile","Java","JS","English","Tamil","Kannada",2,2,0,4,4,3,"Deployment-1",1,1,1,1,1,1,0,1,3,3,3,1,1,1,1,1,1,4,4,1
785,"Linda Bales",21,24,1.1,"DotNet","Java","AI","English","Japenese","Chinese",3,7,4,2,4,4,"Team Lead",1,1,1,1,4,4,0,4,3,3,3,2,2,1,1,1,1,1,1,4
786,"Justin Davis",19,17,0.9,"AI","Java","DotNet","English","Tamil","Hindi",3,2,3,7,1,1,"Deployment-1",1,1,1,1,2,2,0,2,3,3,3,4,4,1,1,1,1,1,1,2
787,"Michael Avila",13,5,0.4,"Java","AI","JS","English","Malayalam","Hindi",1,0,0,1,1,2,"Testing and Debugging",1,0,0,0,1,1,0,1,4,4,4,3,3,1,1,1,1,1,1,1
788,"William Mackey",18,25,1.4,"JS","Java","AI","English","Kannada","Chinese",7,5,3,6,2,2,"Team Lead",1,1,1,1,1,1,0,1,3,3,3,2,2,4,4,4,4,1,1,1
789,"Norman Cannon",22,17,0.8,"JS","Mobile","Machine Learning","English","Malayalam","Japenese",3,2,2,4,3,3,"Deployment-1",2,2,2,2,1,1,0,1,1,1,1,1,1,4,4,4,4,3,3,1
790,"Lucy Kight",7,13,1.9,"DotNet","Machine Learning","Java","English","Kannada","Malayalam",0,2,0,4,1,6,"Programmer-1",3,3,3,3,4,4,0,4,2,2,2,0,0,1,0,0,0,1,1,4
791,"Michael Joseph",12,17,1.4,"DotNet","Mobile","Machine Learning","English","Tamil","Malayalam",4,2,1,3,3,4,"Team Lead",2,2,2,2,4,4,0,4,1,1,1,1,1,1,1,1,1,3,3,4
792,"Johnny Middleton",6,19,3.2,"AI","Machine Learning","DotNet","English","Kannada","Japenese",3,4,3,4,3,2,"Programmer-1",3,3,3,3,2,2,0,2,1,1,1,4,4,1,1,1,1,1,1,2
793,"Heather Kovach",8,16,2,"Java","AI","DotNet","English","Kannada","Tamil",3,3,5,1,2,2,"Programmer-1",1,1,1,1,2,2,0,2,4,4,4,3,3,1,1,1,1,1,1,2
794,"Sophia Massiah",9,18,2,"JS","Java","Mobile","English","Tamil","Hindi",3,4,2,3,5,1,"Team Lead",1,1,1,1,1,1,0,1,3,3,3,1,1,4,4,4,4,2,2,1
795,"Mamie Threlkeld",17,25,1.5,"Mobile","DotNet","AI","English","Chinese","Tamil",3,4,7,4,5,2,"Team Lead",1,1,1,1,3,3,0,3,1,1,1,2,2,1,1,1,1,4,4,3
796,"Christian Tederous",24,18,0.8,"JS","Mobile","Machine Learning","English","Japenese","Telugu",4,1,2,1,5,5,"Deployment-1",2,2,2,2,1,1,0,1,1,1,1,1,1,4,4,4,4,3,3,1
797,"Travis Amos",4,6,1.5,"Java","JS","Machine Learning","English","Malayalam","Tamil",3,0,0,0,2,1,"Programmer-2",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
798,"Charles Vandergriff",11,12,1.1,"AI","Machine Learning","Java","English","Japenese","Kannada",3,1,0,2,3,3,"Team Lead",3,3,3,3,1,1,0,1,2,2,2,4,4,1,0,0,0,1,1,1
799,"Jimmie Williams",2,5,2.5,"DotNet","Machine Learning","AI","English","Chinese","Telugu",0,1,1,0,1,2,"Programmer-2",3,3,3,3,4,4,0,4,1,0,0,1,1,1,1,1,1,1,1,4
800,"Barbara Jeter",21,16,0.8,"DotNet","Machine Learning","AI","English","Malayalam","Chinese",0,3,6,2,2,3,"Deployment-2",3,3,3,3,4,4,0,4,1,1,1,1,1,1,1,1,1,1,1,4
801,"Pam Hicks",14,16,1.1,"Mobile","Machine Learning","AI","English","Chinese","Telugu",2,5,0,3,4,2,"Team Lead",3,3,3,3,1,1,0,1,1,1,1,2,2,1,0,0,0,4,4,1
802,"Christopher Timbers",15,18,1.2,"Java","Mobile","JS","English","Tamil","Hindi",3,2,2,2,3,6,"Team Lead",1,1,1,1,1,1,0,1,4,4,4,1,1,2,2,2,2,3,3,1
803,"Jerry Raymond",18,16,0.9,"Machine Learning","DotNet","Mobile","English","Japenese","Tamil",3,4,3,3,1,2,"Deployment-1",4,4,4,4,3,3,0,3,1,1,1,1,1,1,1,1,1,2,2,3
804,"Mary Laswell",19,18,0.9,"JS","AI","Machine Learning","English","Telugu","Hindi",6,0,3,1,5,3,"Deployment-1",1,1,1,1,1,1,0,1,1,1,1,3,3,4,4,4,4,1,1,1
805,"Charlotte Wortham",20,25,1.3,"DotNet","Java","AI","English","Malayalam","Telugu",2,3,6,4,4,6,"Team Lead",1,1,1,1,4,4,0,4,3,3,3,2,2,1,1,1,1,1,1,4
806,"Garry Pollard",12,18,1.5,"AI","Java","JS","English","Telugu","Hindi",2,1,2,2,5,6,"Team Lead",1,1,1,1,1,1,0,1,3,3,3,4,4,2,2,2,2,1,1,1
807,"Helen Murdock",18,17,0.9,"DotNet","Mobile","Java","English","Tamil","Japenese",0,3,3,7,2,2,"Deployment-1",1,1,1,1,4,4,0,4,2,2,2,0,0,1,1,1,1,3,3,4
808,"Kathleen English",3,9,3,"DotNet","Java","Machine Learning","English","Tamil","Hindi",1,1,4,3,0,0,"Programmer-2",2,2,2,2,1,1,0,1,3,3,3,1,1,1,1,1,1,0,0,1
809,"Wallace Crowell",7,18,2.6,"Machine Learning","JS","DotNet","English","Malayalam","Japenese",4,4,3,2,1,4,"Programmer-1",4,4,4,4,2,2,0,2,1,1,1,1,1,3,3,3,3,1,1,2
810,"David Dipiano",12,5,0.4,"AI","JS","Java","English","Telugu","Japenese",0,0,2,0,2,1,"Testing and Debugging",1,0,0,0,1,1,0,1,1,1,1,1,1,3,3,3,3,1,1,1
811,"Donald Ruybal",21,22,1,"Machine Learning","Java","JS","English","Telugu","Hindi",7,3,4,1,4,3,"Team Lead",4,4,4,4,1,1,0,1,3,3,3,1,1,2,2,2,2,1,1,1
812,"Lillian Mayer",3,5,1.7,"Java","Mobile","DotNet","English","Telugu","Kannada",0,0,1,3,1,0,"Programmer-2",1,0,0,0,2,2,0,2,4,4,4,0,0,1,1,1,1,1,1,2
813,"Shelia Mead",13,6,0.5,"Machine Learning","AI","Mobile","English","Malayalam","Telugu",2,1,1,1,0,1,"Testing and Debugging",4,4,4,4,0,0,0,1,1,1,1,3,3,1,1,1,1,2,2,0
814,"Bruce Stuart",20,15,0.8,"DotNet","Java","Machine Learning","English","Hindi","Chinese",1,4,4,5,1,0,"Deployment-1",2,2,2,2,4,4,0,4,3,3,3,1,1,1,1,1,1,0,0,4
815,"Kenneth Mcclaine",16,17,1.1,"DotNet","AI","Mobile","English","Kannada","Japenese",2,5,2,1,4,3,"Team Lead",1,1,1,1,4,4,0,4,1,1,1,3,3,1,1,1,1,2,2,4
816,"Nancy Knight",21,15,0.7,"Machine Learning","Mobile","DotNet","English","Hindi","Kannada",3,5,1,4,0,2,"Deployment-1",4,4,4,4,1,1,0,1,1,1,1,1,1,1,1,1,1,3,3,1
817,"William Vargas",11,12,1.1,"DotNet","Java","Mobile","English","Tamil","Chinese",5,2,0,1,3,1,"Team Lead",1,1,1,1,4,4,0,4,3,3,3,1,1,1,0,0,0,2,2,4
818,"Brian Devine",21,26,1.2,"Machine Learning","JS","AI","English","Japenese","Chinese",6,4,3,6,3,4,"Team Lead",4,4,4,4,1,1,0,1,1,1,1,2,2,3,3,3,3,1,1,1
819,"Julie Mitchell",15,14,0.9,"Machine Learning","JS","Mobile","English","Hindi","Tamil",4,2,1,2,1,4,"Deployment-2",4,4,4,4,1,1,0,1,1,1,1,1,1,3,3,3,3,2,2,1
820,"Bonnie Clark",3,7,2.3,"Machine Learning","Mobile","DotNet","English","Tamil","Japenese",2,1,2,0,0,2,"Programmer-2",4,4,4,4,1,1,0,1,1,0,0,1,1,1,1,1,1,3,3,1
821,"Albert Coble",5,6,1.2,"Mobile","DotNet","Java","English","Japenese","Hindi",1,1,0,2,0,2,"Programmer-2",1,1,1,1,1,1,0,1,2,2,2,1,1,1,0,0,0,4,4,1
822,"Charles Masker",24,15,0.6,"Machine Learning","DotNet","Java","English","Chinese","Kannada",3,2,4,3,3,0,"Deployment-1",4,4,4,4,3,3,0,3,2,2,2,1,1,1,1,1,1,0,0,3
823,"Felix Lewis",7,16,2.3,"Machine Learning","AI","Java","English","Telugu","Hindi",3,2,2,3,6,0,"Programmer-1",4,4,4,4,1,1,0,1,2,2,2,3,3,1,1,1,1,0,0,1
824,"Gary Blake",19,29,1.5,"Machine Learning","DotNet","Java","English","Japenese","Hindi",4,3,8,4,3,7,"Project Manager",4,4,4,4,3,3,0,3,2,2,2,1,1,1,1,1,1,1,1,3
825,"Donald Cole",11,17,1.5,"JS","AI","Java","English","Malayalam","Tamil",1,3,5,0,3,5,"Team Lead",1,1,1,1,1,1,0,1,1,1,1,3,3,4,4,4,4,1,1,1
826,"James Smith",16,24,1.5,"Machine Learning","Mobile","Java","English","Hindi","Tamil",5,2,6,5,3,3,"Team Lead",4,4,4,4,1,1,0,1,2,2,2,1,1,1,1,1,1,3,3,1
827,"Beverly Oconnor",13,16,1.2,"JS","DotNet","AI","English","Hindi","Tamil",5,4,2,1,3,1,"Team Lead",1,1,1,1,3,3,0,3,1,1,1,2,2,4,4,4,4,1,1,3
828,"Johnny Campbell",8,10,1.3,"Machine Learning","Mobile","JS","English","Tamil","Chinese",1,1,1,4,2,1,"Deployment-1",4,4,4,4,1,1,0,1,1,1,1,1,1,2,2,2,2,3,3,1
829,"Joseph Huslander",4,6,1.5,"AI","Machine Learning","Mobile","English","Japenese","Malayalam",2,3,0,0,0,1,"Programmer-2",3,3,3,3,0,0,0,1,1,0,0,4,4,1,0,0,0,2,2,0
830,"Alycia Green",15,16,1.1,"Java","JS","Mobile","English","Kannada","Japenese",5,0,2,2,6,1,"Team Lead",1,0,0,0,1,1,0,1,4,4,4,1,1,3,3,3,3,2,2,1
831,"Chris Mchugh",14,8,0.6,"JS","Mobile","AI","English","Malayalam","Japenese",2,1,3,1,1,0,"Programmer-3",1,1,1,1,1,1,0,1,1,1,1,2,2,4,4,4,4,1,1,1
832,"Karen Smith",23,29,1.3,"JS","Machine Learning","AI","English","Chinese","Japenese",5,6,6,1,5,6,"Team Lead",3,3,3,3,1,1,0,1,1,1,1,2,2,4,4,4,4,1,1,1
833,"Ida Cooper",7,14,2,"Java","Machine Learning","JS","English","Hindi","Tamil",2,3,6,2,0,1,"Programmer-1",3,3,3,3,0,0,0,1,4,4,4,1,1,2,2,2,2,1,1,0
834,"Vickie Parker",7,15,2.1,"JS","Mobile","Java","English","Malayalam","Japenese",2,5,2,5,0,1,"Programmer-1",1,1,1,1,0,0,0,1,2,2,2,1,1,4,4,4,4,3,3,0
835,"Ruth Jiron",21,29,1.4,"Java","Mobile","AI","English","Malayalam","Tamil",6,2,3,5,9,4,"Team Lead",1,1,1,1,1,1,0,1,4,4,4,2,2,1,1,1,1,3,3,1
836,"Elena Sheets",17,23,1.4,"AI","Machine Learning","JS","English","Malayalam","Tamil",5,3,3,2,5,5,"Team Lead",3,3,3,3,1,1,0,1,1,1,1,4,4,2,2,2,2,1,1,1
837,"Lawrence Burns",4,2,0.5,"JS","AI","DotNet","English","Kannada","Tamil",0,1,1,0,0,0,"Testing and Debugging",1,1,1,1,1,1,0,1,1,0,0,1,1,4,4,4,4,0,0,1
838,"Frank Aurand",13,9,0.7,"Mobile","JS","Machine Learning","English","Chinese","Malayalam",1,0,3,4,0,1,"Programmer-3",1,1,1,1,0,0,0,1,1,1,1,1,1,3,3,3,3,4,4,0
839,"Melissa Apodaca",15,16,1.1,"AI","DotNet","Java","English","Japenese","Telugu",7,4,0,2,3,0,"Team Lead",1,1,1,1,3,3,0,3,2,2,2,4,4,1,0,0,0,0,0,3
840,"Jared Powell",16,28,1.8,"JS","Machine Learning","Java","English","Malayalam","Tamil",3,7,6,5,4,3,"Project Manager",3,3,3,3,1,1,0,1,2,2,2,1,1,4,4,4,4,1,1,1
841,"Maria Malone",24,23,1,"Machine Learning","JS","AI","English","Chinese","Telugu",3,3,2,4,6,5,"Deployment-1",4,4,4,4,1,1,0,1,1,1,1,2,2,3,3,3,3,1,1,1
842,"John Hughes",19,20,1.1,"DotNet","AI","Java","English","Japenese","Kannada",5,1,4,3,2,5,"Team Lead",1,1,1,1,4,4,0,4,2,2,2,3,3,1,1,1,1,1,1,4
843,"Anthony Baker",3,9,3,"JS","Mobile","Machine Learning","English","Telugu","Malayalam",3,2,3,1,0,0,"Programmer-2",2,2,2,2,0,0,0,1,1,1,1,1,1,4,4,4,4,1,1,0
844,"Rebecca Barrett",6,9,1.5,"JS","Machine Learning","DotNet","English","Hindi","Tamil",2,2,1,0,4,0,"Programmer-2",3,3,3,3,2,2,0,2,1,0,0,1,1,4,4,4,4,0,0,2
845,"Johnnie Gomez",3,5,1.7,"Machine Learning","Mobile","JS","English","Telugu","Chinese",1,0,2,2,0,0,"Programmer-2",1,1,1,1,0,0,0,1,1,1,1,1,1,2,2,2,2,1,1,0
846,"Tonya Stroth",14,13,0.9,"JS","Mobile","Machine Learning","English","Kannada","Telugu",2,3,3,0,3,2,"Deployment-1",2,2,2,2,1,1,0,1,1,0,0,1,1,4,4,4,4,3,3,1
847,"Deborah Williams",4,9,2.3,"Machine Learning","AI","Java","English","Chinese","Tamil",1,2,3,2,1,0,"Programmer-2",4,4,4,4,1,1,0,1,2,2,2,3,3,1,1,1,1,0,0,1
848,"Rosemary Hughes",14,18,1.3,"AI","Java","DotNet","English","Hindi","Kannada",2,3,3,4,2,4,"Team Lead",1,1,1,1,2,2,0,2,3,3,3,4,4,1,1,1,1,1,1,2
849,"Alma Martin",18,23,1.3,"AI","JS","Java","English","Tamil","Malayalam",4,3,4,2,5,5,"Team Lead",1,1,1,1,1,1,0,1,2,2,2,4,4,3,3,3,3,1,1,1
850,"Chris Short",3,4,1.3,"Mobile","DotNet","Java","English","Japenese","Chinese",1,0,1,0,2,0,"Programmer-2",1,0,0,0,3,3,0,3,1,1,1,1,1,1,1,1,1,1,1,3
851,"Dustin Simmons",10,14,1.4,"Mobile","AI","DotNet","English","Malayalam","Chinese",1,3,2,2,1,5,"Team Lead",1,1,1,1,2,2,0,2,1,1,1,3,3,1,1,1,1,4,4,2
852,"Fred Lashua",9,19,2.1,"Mobile","Java","JS","English","Malayalam","Japenese",4,4,1,5,5,0,"Team Lead",1,1,1,1,1,1,0,1,3,3,3,1,1,2,2,2,2,1,1,1
853,"Dong Moss",15,15,1,"Java","JS","AI","English","Telugu","Hindi",1,1,4,4,1,4,"Deployment-1",1,1,1,1,1,1,0,1,4,4,4,2,2,3,3,3,3,1,1,1
854,"Jennifer Villela",8,5,0.6,"Machine Learning","Java","AI","English","Malayalam","Hindi",0,0,1,1,2,1,"Programmer-3",1,1,1,1,1,1,0,1,3,3,3,1,1,1,1,1,1,1,1,1
855,"Dwain Karalis",2,8,4,"Mobile","DotNet","Java","English","Tamil","Chinese",2,0,3,1,1,1,"Programmer-2",1,0,0,0,3,3,0,3,2,2,2,1,1,1,1,1,1,4,4,3
856,"Kathleen Dyches",13,19,1.5,"AI","JS","Mobile","English","Malayalam","Kannada",2,5,4,4,1,3,"Team Lead",1,1,1,1,1,1,0,1,1,1,1,4,4,3,3,3,3,2,2,1
857,"Don Walker",9,19,2.1,"Mobile","DotNet","JS","English","Malayalam","Chinese",5,3,0,2,4,5,"Team Lead",1,1,1,1,3,3,0,3,1,1,1,1,1,1,1,1,1,4,4,3
858,"Floyd Mateo",17,26,1.5,"Machine Learning","Mobile","AI","English","Japenese","Tamil",3,4,3,8,3,5,"Project Manager",4,4,4,4,1,1,0,1,1,1,1,2,2,1,1,1,1,3,3,1
859,"Roger Pigeon",14,15,1.1,"Machine Learning","JS","Java","English","Telugu","Chinese",5,0,4,2,2,2,"Team Lead",1,1,1,1,1,1,0,1,2,2,2,1,1,3,3,3,3,1,1,1
860,"Pamela Keener",16,21,1.3,"AI","Machine Learning","JS","English","Hindi","Chinese",4,1,4,4,5,3,"Team Lead",3,3,3,3,1,1,0,1,1,1,1,4,4,2,2,2,2,1,1,1
861,"Tony Gray",2,2,1,"AI","Machine Learning","Java","English","Chinese","Tamil",1,0,1,0,0,0,"Programmer-3",1,1,1,1,0,0,0,1,1,1,1,4,4,1,1,1,1,0,0,0
862,"Daniel Godsey",11,11,1,"AI","Mobile","Machine Learning","English","Malayalam","Hindi",2,1,2,1,3,2,"Deployment-1",2,2,2,2,1,1,0,1,1,1,1,4,4,1,1,1,1,3,3,1
863,"Kevin Jablonski",16,28,1.8,"Machine Learning","Java","JS","English","Hindi","Japenese",5,4,7,7,5,0,"Project Manager",4,4,4,4,1,1,0,1,3,3,3,1,1,2,2,2,2,0,0,1
864,"Sarah Wake",10,5,0.5,"Java","DotNet","JS","English","Telugu","Japenese",0,0,2,1,0,2,"Testing and Debugging",1,0,0,0,1,1,0,1,4,4,4,0,0,2,2,2,2,1,1,1
865,"Eddie Wester",11,9,0.8,"JS","Machine Learning","DotNet","English","Japenese","Hindi",2,2,1,1,1,2,"Programmer-3",3,3,3,3,2,2,0,2,1,1,1,1,1,4,4,4,4,1,1,2
866,"Sandra Rosas",6,14,2.3,"DotNet","AI","Mobile","English","Kannada","Malayalam",2,2,2,3,3,2,"Programmer-1",1,1,1,1,4,4,0,4,1,1,1,3,3,1,1,1,1,2,2,4
867,"Jo Aiken",5,2,0.4,"Java","AI","Machine Learning","English","Kannada","Japenese",0,1,1,0,0,0,"Testing and Debugging",2,2,2,2,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0
868,"Nina Stuzman",15,15,1,"DotNet","Machine Learning","JS","English","Hindi","Telugu",1,2,3,3,3,3,"Deployment-1",3,3,3,3,4,4,0,4,1,1,1,1,1,2,2,2,2,1,1,4
869,"Scott Meeks",19,16,0.8,"DotNet","Java","JS","English","Telugu","Hindi",3,7,4,0,0,2,"Deployment-2",1,1,1,1,1,1,0,1,1,1,1,1,1,2,2,2,2,1,1,1
870,"James Juarez",21,18,0.9,"Machine Learning","Java","AI","English","Japenese","Hindi",4,1,7,1,4,1,"Deployment-1",4,4,4,4,1,1,0,1,3,3,3,2,2,1,1,1,1,1,1,1
871,"Francisco German",11,18,1.6,"JS","Machine Learning","AI","English","Japenese","Malayalam",5,5,1,1,4,2,"Team Lead",3,3,3,3,1,1,0,1,1,1,1,2,2,4,4,4,4,1,1,1
872,"David Esquivel",8,8,1,"DotNet","AI","JS","English","Hindi","Tamil",4,1,0,2,0,1,"Programmer-3",1,1,1,1,1,1,0,1,1,1,1,3,3,1,1,1,1,1,1,1
873,"Eugene Caputo",22,25,1.1,"AI","Machine Learning","JS","English","Japenese","Kannada",4,3,2,7,4,5,"Team Lead",3,3,3,3,1,1,0,1,1,1,1,4,4,2,2,2,2,1,1,1
874,"John Lopez",3,5,1.7,"DotNet","Java","Mobile","English","Hindi","Chinese",0,1,0,0,1,3,"Programmer-2",1,1,1,1,4,4,0,4,1,1,1,0,0,1,0,0,0,2,2,4
875,"Boyd Smith",9,12,1.3,"Java","Machine Learning","DotNet","English","Tamil","Japenese",3,2,1,0,2,4,"Team Lead",3,3,3,3,2,2,0,2,1,1,1,1,1,1,1,1,1,1,1,2
876,"Frank Vasquez",24,28,1.2,"JS","AI","Machine Learning","English","Tamil","Chinese",3,4,11,4,2,4,"Team Lead",2,2,2,2,1,1,0,1,1,1,1,3,3,4,4,4,4,1,1,1
877,"George Ramirez",6,13,2.2,"DotNet","Machine Learning","Java","English","Tamil","Telugu",1,2,3,4,2,1,"Programmer-1",3,3,3,3,4,4,0,4,2,2,2,1,1,1,1,1,1,1,1,4
878,"Tabatha Ward",6,7,1.2,"Java","Mobile","AI","English","Telugu","Japenese",1,2,0,0,1,3,"Programmer-2",1,1,1,1,1,1,0,1,1,1,1,2,2,1,0,0,0,3,3,1
879,"Teodoro Butler",9,13,1.4,"Java","Machine Learning","AI","English","Malayalam","Telugu",4,7,0,0,1,1,"Team Lead",3,3,3,3,1,1,0,1,1,1,1,2,2,1,0,0,0,1,1,1
880,"Geoffrey Maulden",23,27,1.2,"Java","Machine Learning","Mobile","English","Japenese","Telugu",5,3,6,6,1,6,"Team Lead",3,3,3,3,1,1,0,1,4,4,4,1,1,1,1,1,1,2,2,1
881,"Denise Allen",4,2,0.5,"Machine Learning","Java","JS","English","Tamil","Malayalam",0,1,1,0,0,0,"Testing and Debugging",4,4,4,4,0,0,0,1,1,1,1,0,0,2,2,2,2,0,0,0
882,"Chester Sigler",22,29,1.3,"DotNet","Mobile","AI","English","Telugu","Tamil",9,3,6,5,5,1,"Team Lead",1,1,1,1,4,4,0,4,1,1,1,2,2,1,1,1,1,3,3,4
883,"Paris Michalik",13,13,1,"JS","Machine Learning","AI","English","Japenese","Chinese",6,3,0,1,1,2,"Testing and Debugging",3,3,3,3,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,1
884,"Keith Chavis",12,7,0.6,"AI","Java","JS","English","Hindi","Japenese",1,0,3,1,0,2,"Programmer-3",1,0,0,0,0,0,0,1,3,3,3,4,4,2,2,2,2,1,1,0
885,"Ronald Heberling",24,16,0.7,"Machine Learning","AI","Mobile","English","Telugu","Hindi",3,5,3,2,2,1,"Deployment-2",4,4,4,4,1,1,0,1,1,1,1,3,3,1,1,1,1,2,2,1
886,"Jessica Harp",9,9,1,"JS","AI","Mobile","English","Hindi","Japenese",0,0,3,2,1,3,"Programmer-3",1,0,0,0,1,1,0,1,1,1,1,1,1,4,4,4,4,2,2,1
887,"Juanita Morales",15,15,1,"Java","AI","Machine Learning","English","Malayalam","Kannada",8,5,1,1,0,0,"Testing and Debugging",2,2,2,2,0,0,0,1,4,4,4,3,3,1,1,1,1,0,0,0
888,"Ramona Kenney",4,6,1.5,"Mobile","JS","DotNet","English","Telugu","Kannada",2,1,2,0,0,1,"Programmer-2",1,1,1,1,1,1,0,1,1,0,0,1,1,3,3,3,3,4,4,1
889,"Manual Isaac",11,19,1.7,"Java","JS","AI","English","Tamil","Chinese",3,6,2,2,4,2,"Team Lead",1,1,1,1,1,1,0,1,4,4,4,2,2,3,3,3,3,1,1,1
890,"Michael Bonds",24,22,0.9,"Mobile","Machine Learning","DotNet","English","Tamil","Telugu",2,4,4,4,7,1,"Deployment-1",3,3,3,3,2,2,0,2,1,1,1,1,1,1,1,1,1,4,4,2
891,"Michael Slaton",15,14,0.9,"Machine Learning","DotNet","JS","English","Chinese","Telugu",4,3,3,3,0,1,"Deployment-1",4,4,4,4,1,1,0,1,1,1,1,1,1,2,2,2,2,1,1,1
892,"Everett Tatom",3,9,3,"Machine Learning","JS","DotNet","English","Chinese","Malayalam",1,2,5,1,0,0,"Programmer-2",4,4,4,4,1,1,0,1,1,1,1,1,1,3,3,3,3,0,0,1
893,"Sarah Jones",19,24,1.3,"Java","Mobile","AI","English","Tamil","Kannada",1,5,4,5,5,4,"Team Lead",1,1,1,1,1,1,0,1,4,4,4,2,2,1,1,1,1,3,3,1
894,"Jake Dunn",3,9,3,"Java","DotNet","AI","English","Malayalam","Kannada",1,1,1,4,2,0,"Programmer-2",1,1,1,1,3,3,0,3,4,4,4,2,2,1,1,1,1,0,0,3
895,"Eva Mccombs",11,16,1.5,"Machine Learning","Mobile","Java","English","Japenese","Kannada",2,1,3,3,4,3,"Team Lead",4,4,4,4,1,1,0,1,2,2,2,1,1,1,1,1,1,3,3,1
896,"Tommy Buchanan",6,19,3.2,"Machine Learning","JS","AI","English","Tamil","Telugu",8,3,2,1,4,1,"Programmer-1",4,4,4,4,1,1,0,1,1,1,1,2,2,3,3,3,3,1,1,1
897,"Franklin Larkin",18,26,1.4,"AI","Mobile","Machine Learning","English","Telugu","Chinese",3,7,2,5,5,4,"Team Lead",2,2,2,2,1,1,0,1,1,1,1,4,4,1,1,1,1,3,3,1
898,"Damaris Velazquez",9,9,1,"Mobile","Java","AI","English","Hindi","Telugu",4,1,0,3,1,0,"Programmer-3",1,1,1,1,1,1,0,1,3,3,3,2,2,1,0,0,0,1,1,1
899,"Karen Baichan",4,7,1.8,"JS","DotNet","AI","English","Tamil","Telugu",2,1,1,1,1,1,"Programmer-2",1,1,1,1,3,3,0,3,1,1,1,2,2,4,4,4,4,1,1,3
900,"Roger Newland",8,16,2,"Mobile","AI","DotNet","English","Malayalam","Japenese",3,2,2,2,4,3,"Programmer-1",1,1,1,1,2,2,0,2,1,1,1,3,3,1,1,1,1,4,4,2
901,"Dennis Butler",8,19,2.4,"AI","Machine Learning","DotNet","English","Japenese","Telugu",2,3,4,1,4,5,"Programmer-1",3,3,3,3,2,2,0,2,1,1,1,4,4,1,1,1,1,1,1,2
902,"Carrie Stephens",11,15,1.4,"DotNet","JS","Mobile","English","Telugu","Japenese",2,4,2,4,2,1,"Team Lead",1,1,1,1,4,4,0,4,1,1,1,1,1,3,3,3,3,2,2,4
903,"Eva Notti",2,4,2,"JS","Mobile","Java","English","Hindi","Telugu",1,2,0,0,1,0,"Programmer-2",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
904,"Willie Deloach",21,28,1.3,"Mobile","JS","Java","English","Tamil","Japenese",6,5,4,5,6,2,"Team Lead",1,1,1,1,1,1,0,1,2,2,2,1,1,3,3,3,3,4,4,1
905,"Edith Schmidt",18,25,1.4,"JS","Java","Mobile","English","Kannada","Japenese",9,2,2,4,6,2,"Team Lead",1,1,1,1,1,1,0,1,3,3,3,1,1,4,4,4,4,2,2,1
906,"James Layton",23,27,1.2,"AI","DotNet","JS","English","Malayalam","Telugu",5,3,9,2,4,4,"Team Lead",1,1,1,1,3,3,0,3,1,1,1,4,4,2,2,2,2,1,1,3
907,"Bernice Goldson",22,21,1,"Machine Learning","DotNet","Mobile","English","Malayalam","Japenese",4,4,6,3,3,1,"Deployment-1",4,4,4,4,3,3,0,3,1,1,1,1,1,1,1,1,1,2,2,3
908,"Jeffery Mccalla",15,10,0.7,"AI","DotNet","Machine Learning","English","Hindi","Telugu",0,4,0,4,2,0,"Deployment-1",2,2,2,2,3,3,0,3,1,1,1,1,1,1,0,0,0,0,0,3
909,"George Butler",24,17,0.7,"Mobile","JS","DotNet","English","Telugu","Japenese",3,3,3,2,3,3,"Deployment-1",1,1,1,1,2,2,0,2,1,1,1,1,1,3,3,3,3,4,4,2
910,"Gary Jones",11,18,1.6,"Machine Learning","AI","Java","English","Chinese","Tamil",2,3,4,4,2,3,"Team Lead",4,4,4,4,1,1,0,1,2,2,2,3,3,1,1,1,1,1,1,1
911,"Nancy Hetrick",9,19,2.1,"DotNet","AI","Machine Learning","English","Hindi","Kannada",5,5,1,3,3,2,"Team Lead",2,2,2,2,4,4,0,4,1,1,1,3,3,1,1,1,1,1,1,4
912,"Edward Joyce",24,16,0.7,"Machine Learning","JS","AI","English","Telugu","Japenese",5,4,2,1,2,2,"Testing and Debugging",4,4,4,4,1,1,0,1,1,1,1,2,2,3,3,3,3,1,1,1
913,"Terri Hooks",9,16,1.8,"DotNet","Java","Mobile","English","Tamil","Malayalam",3,1,6,3,0,3,"Team Lead",1,1,1,1,1,1,0,1,3,3,3,1,1,1,1,1,1,2,2,1
914,"Christina Chavis",22,19,0.9,"Java","DotNet","Machine Learning","English","Kannada","Japenese",3,4,4,1,2,5,"Deployment-2",2,2,2,2,3,3,0,3,4,4,4,1,1,1,1,1,1,1,1,3
